team_id,team_name,combo_type,position_group,member_ids,member_names,member_count,co_starts,co_points_mean,co_goal_diff_mean,member_baseline_points_mean,member_baseline_goal_diff_mean,points_delta_vs_member_baseline,goal_diff_delta_vs_member_baseline,eligible,association_direction,anti_synergy_candidate,sample_reason,causal_claim,temporal_authority,research_only,creates_signal,probability_mutation,eligibility_mutation,stake_changes
1393,Union St. Gilloise,TRIO,,127414|15917|19850,A. Ait El Hadj|M. Rasmussen|C. Burgess,3,3,3.0,1.667,2.593,1.516,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_3_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|15917|20176,A. Ait El Hadj|M. Rasmussen|R. Sykes,3,2,3.0,1.5,2.806,1.894,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_2_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|15917|203456,A. Ait El Hadj|M. Rasmussen|O. Niang,3,4,3.0,1.5,2.667,1.644,0.333,-0.144,true,MIXED,false,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|15917|270201,A. Ait El Hadj|M. Rasmussen|R. Florucz,3,3,3.0,1.667,2.62,1.617,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_3_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|15917|271875,A. Ait El Hadj|M. Rasmussen|L. Patris,3,1,3.0,2.0,2.806,1.728,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|15917|290546,A. Ait El Hadj|M. Rasmussen|F. Leysen,3,4,3.0,1.5,2.572,1.528,0.428,-0.028,true,MIXED,false,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|15917|313353,A. Ait El Hadj|M. Rasmussen|P. David,3,3,3.0,1.333,2.694,1.506,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_3_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|15917|338735,A. Ait El Hadj|M. Rasmussen|A. Khalaili,3,3,3.0,1.333,2.654,1.637,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_3_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|15917|361966,A. Ait El Hadj|M. Rasmussen|K. Rodriguez,3,2,3.0,1.5,2.546,1.58,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_2_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|15917|37276,A. Ait El Hadj|M. Rasmussen|K. Scherpen,3,4,3.0,1.5,2.639,1.561,0.361,-0.061,true,MIXED,false,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|15917|4408,A. Ait El Hadj|M. Rasmussen|A. Zorgane,3,4,3.0,1.5,2.654,1.637,0.346,-0.137,true,MIXED,false,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|15917|5967,A. Ait El Hadj|M. Rasmussen|K. Mac Allister,3,3,3.0,1.333,2.611,1.589,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_3_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|181815|19850,A. Ait El Hadj|V. Chambaere|C. Burgess,3,2,2.0,0.5,2.371,1.649,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_2_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|181815|20176,A. Ait El Hadj|V. Chambaere|R. Sykes,3,1,3.0,5.0,2.583,2.028,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|181815|203456,A. Ait El Hadj|V. Chambaere|O. Niang,3,3,2.333,2.0,2.444,1.778,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_3_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|181815|270201,A. Ait El Hadj|V. Chambaere|R. Florucz,3,2,3.0,3.0,2.398,1.75,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_2_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|181815|290546,A. Ait El Hadj|V. Chambaere|F. Leysen,3,3,2.333,2.0,2.35,1.661,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_3_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|181815|313353,A. Ait El Hadj|V. Chambaere|P. David,3,1,1.0,0.0,2.472,1.639,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|181815|338735,A. Ait El Hadj|V. Chambaere|A. Khalaili,3,2,3.0,3.0,2.432,1.77,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_2_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|181815|340574,A. Ait El Hadj|V. Chambaere|K. Van De Perre,3,1,1.0,0.0,2.167,1.528,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|181815|361966,A. Ait El Hadj|V. Chambaere|K. Rodriguez,3,3,2.333,2.0,2.324,1.713,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_3_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|181815|4408,A. Ait El Hadj|V. Chambaere|A. Zorgane,3,2,3.0,3.0,2.432,1.77,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_2_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|181815|5967,A. Ait El Hadj|V. Chambaere|K. Mac Allister,3,3,2.333,2.0,2.389,1.722,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_3_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|181815|8641,A. Ait El Hadj|V. Chambaere|A. Castro-Montes,3,1,1.0,0.0,1.917,1.194,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|181815|8680,A. Ait El Hadj|V. Chambaere|C. Vanhoutte,3,3,2.333,2.0,2.317,1.794,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_3_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|19850|20176,A. Ait El Hadj|C. Burgess|R. Sykes,3,3,3.0,2.333,2.593,1.816,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_3_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|19850|203456,A. Ait El Hadj|C. Burgess|O. Niang,3,9,2.444,1.444,2.455,1.566,-0.01,-0.121,true,NEGATIVE,true,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|19850|270201,A. Ait El Hadj|C. Burgess|R. Florucz,3,6,2.167,1.167,2.408,1.538,-0.242,-0.371,true,NEGATIVE,true,OK,false,RETROSPECTIVE_ONLY,true,false,false,false,false
1393,Union St. Gilloise,TRIO,,127414|19850|271875,A. Ait El Hadj|C. Burgess|L. Patris,3,1,3.0,2.0,2.593,1.649,,,false,UNKNOWN,false,INSUFFICIENT_PRIOR_SAMPLE_COMBO_1_MEMBER_MIN_5,false,RETROSPECTIVE_ONLY,true,false,false,false,false
