team_id,team_name,fixture_id,kickoff_utc,previous_fixture_id,previous_kickoff_utc,current_xi_count,previous_xi_count,retained_starters,changed_in_count,changed_out_count,changed_in_player_ids_json,changed_out_player_ids_json,xi_stability_pct,quality_delta,quality_delta_status,temporal_authority,prematch_known,research_only
735,St. Truiden,1382441,2025-08-03T17:15:00+00:00,1382433,2025-07-27T17:15:00+00:00,11,11,11,0,0,[],[],100.0,,BLOCKED_UNTIL_STRICTLY_PRIOR_PLAYER_QUALITY_JOIN,RETROSPECTIVE_ONLY,NO,YES
736,Charleroi,1382441,2025-08-03T17:15:00+00:00,1382431,2025-07-27T14:00:00+00:00,11,11,7,4,4,"[""129547"", ""162767"", ""347652"", ""56374""]","[""263228"", ""276554"", ""39194"", ""412750""]",63.636,,BLOCKED_UNTIL_STRICTLY_PRIOR_PLAYER_QUALITY_JOIN,RETROSPECTIVE_ONLY,NO,YES
6215,Dender,1382442,2025-08-08T18:45:00+00:00,1382436,2025-08-02T16:15:00+00:00,11,11,11,0,0,[],[],100.0,,BLOCKED_UNTIL_STRICTLY_PRIOR_PLAYER_QUALITY_JOIN,RETROSPECTIVE_ONLY,NO,YES
735,St. Truiden,1382442,2025-08-08T18:45:00+00:00,1382441,2025-08-03T17:15:00+00:00,11,11,11,0,0,[],[],100.0,,BLOCKED_UNTIL_STRICTLY_PRIOR_PLAYER_QUALITY_JOIN,RETROSPECTIVE_ONLY,NO,YES
569,Club Brugge KV,1382443,2025-08-09T14:00:00+00:00,1382434,2025-08-01T18:45:00+00:00,11,11,7,4,4,"[""162211"", ""290213"", ""314265"", ""342230""]","[""162219"", ""180927"", ""375974"", ""38124""]",63.636,,BLOCKED_UNTIL_STRICTLY_PRIOR_PLAYER_QUALITY_JOIN,RETROSPECTIVE_ONLY,NO,YES
741,Cercle Brugge,1382443,2025-08-09T14:00:00+00:00,1382439,2025-08-03T14:00:00+00:00,11,11,9,2,2,"[""374361"", ""467599""]","[""163019"", ""409214""]",81.818,,BLOCKED_UNTIL_STRICTLY_PRIOR_PLAYER_QUALITY_JOIN,RETROSPECTIVE_ONLY,NO,YES
1028,Ried,1390033,2025-08-09T15:00:00+00:00,1390029,2025-08-02T17:30:00+00:00,11,11,10,1,1,"[""99106""]","[""7632""]",90.909,,BLOCKED_UNTIL_STRICTLY_PRIOR_PLAYER_QUALITY_JOIN,RETROSPECTIVE_ONLY,NO,YES
1072,TSV Hartberg,1390032,2025-08-09T15:00:00+00:00,1399967,2025-08-02T15:00:00+00:00,11,11,9,2,2,"[""334028"", ""359104""]","[""409040"", ""7608""]",81.818,,BLOCKED_UNTIL_STRICTLY_PRIOR_PLAYER_QUALITY_JOIN,RETROSPECTIVE_ONLY,NO,YES
1394,FC BW Linz,1390032,2025-08-09T15:00:00+00:00,1390031,2025-08-03T15:00:00+00:00,11,11,10,1,1,"[""176023""]","[""178110""]",90.909,,BLOCKED_UNTIL_STRICTLY_PRIOR_PLAYER_QUALITY_JOIN,RETROSPECTIVE_ONLY,NO,YES
618,SCR Altach,1390033,2025-08-09T15:00:00+00:00,1390028,2025-08-02T15:00:00+00:00,11,11,10,1,1,"[""193804""]","[""25612""]",90.909,,BLOCKED_UNTIL_STRICTLY_PRIOR_PLAYER_QUALITY_JOIN,RETROSPECTIVE_ONLY,NO,YES
261,KVC Westerlo,1382444,2025-08-09T16:15:00+00:00,1382435,2025-08-02T14:00:00+00:00,11,11,10,1,1,"[""353943""]","[""292543""]",90.909,,BLOCKED_UNTIL_STRICTLY_PRIOR_PLAYER_QUALITY_JOIN,RETROSPECTIVE_ONLY,NO,YES
266,KV Mechelen,1382444,2025-08-09T16:15:00+00:00,1382434,2025-08-01T18:45:00+00:00,11,11,11,0,0,[],[],100.0,,BLOCKED_UNTIL_STRICTLY_PRIOR_PLAYER_QUALITY_JOIN,RETROSPECTIVE_ONLY,NO,YES
4256,Grazer AK,1390034,2025-08-09T17:30:00+00:00,1390030,2025-08-03T15:00:00+00:00,11,11,10,1,1,"[""339599""]","[""7176""]",90.909,,BLOCKED_UNTIL_STRICTLY_PRIOR_PLAYER_QUALITY_JOIN,RETROSPECTIVE_ONLY,NO,YES
571,Red Bull Salzburg,1390034,2025-08-09T17:30:00+00:00,1390029,2025-08-02T17:30:00+00:00,11,11,6,5,5,"[""301763"", ""349"", ""362564"", ""395559"", ""441271""]","[""115587"", ""25928"", ""280335"", ""409215"", ""464055""]",54.545,,BLOCKED_UNTIL_STRICTLY_PRIOR_PLAYER_QUALITY_JOIN,RETROSPECTIVE_ONLY,NO,YES
